2026-05-25 08:27:24.624 | INFO     | threatpipe                | L117  | ======================================================================
2026-05-25 08:27:25.850 | INFO     | threatpipe.log_stream     | L151  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:25.850 | INFO     | threatpipe.log_stream     | L274  | Loaded 298 log lines from realistic_attack.log
2026-05-25 08:27:25.850 | DEBUG    | threatpipe.log_stream     | L162  | Window [0:84]  lines=84  ~1582 tokens
2026-05-25 08:27:25.850 | DEBUG    | threatpipe.log_stream     | L162  | Window [84:167]  lines=83  ~1599 tokens
2026-05-25 08:27:25.850 | DEBUG    | threatpipe.log_stream     | L162  | Window [167:235]  lines=68  ~1590 tokens
2026-05-25 08:27:25.850 | DEBUG    | threatpipe.log_stream     | L162  | Window [235:298]  lines=63  ~1190 tokens
2026-05-25 08:27:25.850 | INFO     | threatpipe.log_stream     | L283  | Created 4 sliding windows
2026-05-25 08:27:25.852 | DEBUG    | threatpipe.log_stream     | L201  | ── LLM REQUEST ──────────────────────────────────────────
2026-05-25 08:27:25.852 | DEBUG    | threatpipe.log_stream     | L202  |   model         : mistral-small-latest (Stage 1)
2026-05-25 08:27:25.852 | DEBUG    | threatpipe.log_stream     | L203  |   token_estimate: 1640
2026-05-25 08:27:25.852 | DEBUG    | threatpipe.log_stream     | L204  |   prompt_preview: batch=1  lines=1-84  chars=6561
2026-05-25 08:27:25.852 | DEBUG    | threatpipe.log_stream     | L205  | ────────────────────────────────────────────────────────
2026-05-25 08:27:26.585 | INFO     | threatpipe.config         | L212  | LLM RESPONSE ◀  mistral-small-latest [in:5502 out:22 cost:$0.000557]
2026-05-25 08:27:26.585 | DEBUG    | threatpipe.config         | L216  | ── LLM OUTPUT ───────────────────────────────────────────
2026-05-25 08:27:26.585 | DEBUG    | threatpipe.config         | L219  | ────────────────────────────────────────────────────────
2026-05-25 08:27:26.586 | INFO     | threatpipe.log_stream     | L216  | Stage1 batch=1  suspicious=0  elapsed=734ms
2026-05-25 08:27:26.586 | INFO     | threatpipe.log_stream     | L221  |   summary: No suspicious activity detected.
2026-05-25 08:27:26.586 | DEBUG    | threatpipe.log_stream     | L201  | ── LLM REQUEST ──────────────────────────────────────────
2026-05-25 08:27:26.586 | DEBUG    | threatpipe.log_stream     | L202  |   model         : mistral-small-latest (Stage 1)
2026-05-25 08:27:26.586 | DEBUG    | threatpipe.log_stream     | L203  |   token_estimate: 1673
2026-05-25 08:27:26.586 | DEBUG    | threatpipe.log_stream     | L204  |   prompt_preview: batch=2  lines=85-167  chars=6694
2026-05-25 08:27:26.586 | DEBUG    | threatpipe.log_stream     | L205  | ────────────────────────────────────────────────────────
2026-05-25 08:27:28.593 | INFO     | threatpipe.config         | L212  | LLM RESPONSE ◀  mistral-small-latest [in:5572 out:353 cost:$0.000663]
2026-05-25 08:27:28.593 | DEBUG    | threatpipe.config         | L216  | ── LLM OUTPUT ───────────────────────────────────────────
2026-05-25 08:27:28.593 | DEBUG    | threatpipe.config         | L219  | ────────────────────────────────────────────────────────
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L216  | Stage1 batch=2  suspicious=10  elapsed=2008ms
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L221  |   summary: Multiple suspicious accesses to sensitive files and web shell activity from 192.168.1.80 and 192.168.1.55.
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 151: Access to sensitive file /.env
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 152: Access to sensitive file /.git/config
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 153: Access to sensitive file /wp-config.php
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 157: Access to sensitive file /.env
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 158: Access to sensitive file /.git/config
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 163: POST to /uploads/upload.php
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 164: Web shell access with cmd=whoami
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 165: Web shell access with cmd=id
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 166: Web shell access with cmd=cat /etc/passwd
2026-05-25 08:27:28.594 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 167: Web shell access with cmd=uname -a
2026-05-25 08:27:28.594 | DEBUG    | threatpipe.log_stream     | L201  | ── LLM REQUEST ──────────────────────────────────────────
2026-05-25 08:27:28.594 | DEBUG    | threatpipe.log_stream     | L202  |   model         : mistral-small-latest (Stage 1)
2026-05-25 08:27:28.594 | DEBUG    | threatpipe.log_stream     | L203  |   token_estimate: 1652
2026-05-25 08:27:28.594 | DEBUG    | threatpipe.log_stream     | L204  |   prompt_preview: batch=3  lines=168-235  chars=6610
2026-05-25 08:27:28.594 | DEBUG    | threatpipe.log_stream     | L205  | ────────────────────────────────────────────────────────
2026-05-25 08:27:34.046 | INFO     | threatpipe.config         | L212  | LLM RESPONSE ◀  mistral-small-latest [in:4797 out:1128 cost:$0.000818]
2026-05-25 08:27:34.046 | DEBUG    | threatpipe.config         | L216  | ── LLM OUTPUT ───────────────────────────────────────────
2026-05-25 08:27:34.046 | DEBUG    | threatpipe.config         | L219  | ────────────────────────────────────────────────────────
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L216  | Stage1 batch=3  suspicious=35  elapsed=5452ms
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L221  |   summary: Multiple web shells, SQLi, path traversal, SSH brute force, and memory/registry anomalies detected.
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 168: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 169: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 170: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 171: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 172: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 173: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 176: SQL injection attempt with OR 1=1
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 177: SQL injection attempt with UNION SELECT
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 178: SQL injection attempt with DROP TABLE
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 179: SQL injection attempt with AND SLEEP(5)
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 180: SQL injection attempt with OR 1=1
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 181: SQL injection attempt with UNION SELECT
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 182: SQL injection attempt with DROP TABLE
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 183: SQL injection attempt with AND SLEEP(5)
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 184: Path traversal to /etc/passwd
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 185: PHP base64-encoded file access to config.php
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 186: Path traversal to /etc/passwd
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 187: PHP base64-encoded file access to config.php
2026-05-25 08:27:34.046 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 188: SSH brute force from 10.0.0.42
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 189: SSH brute force from 10.0.0.42
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 190: SSH brute force from 10.0.0.42
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 207: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 208: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [MEDIUM] line 209: Upload to sensitive directory /uploads/
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [MEDIUM] line 210: Suspicious file access to rev.py in /uploads/
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 211: Upload of executable file rev_shell.elf to /uploads/
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 212: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 213: Web shell command execution via ?cmd= parameter
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 214: Command injection via ?cmd= parameter
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 215: Command injection via ?cmd= parameter
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 216: JNDI LDAP injection attempt
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 217: JNDI LDAP injection attempt
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 218: Memory injection detected in svchost.exe
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [HIGH] line 219: Registry persistence for malware
2026-05-25 08:27:34.047 | INFO     | threatpipe.log_stream     | L224  |   [MEDIUM] line 223: Access to sensitive file /backup/db_dump.sql
2026-05-25 08:27:34.047 | DEBUG    | threatpipe.log_stream     | L201  | ── LLM REQUEST ──────────────────────────────────────────
2026-05-25 08:27:34.047 | DEBUG    | threatpipe.log_stream     | L202  |   model         : mistral-small-latest (Stage 1)
2026-05-25 08:27:34.047 | DEBUG    | threatpipe.log_stream     | L203  |   token_estimate: 1251
2026-05-25 08:27:34.047 | DEBUG    | threatpipe.log_stream     | L204  |   prompt_preview: batch=4  lines=236-298  chars=5006
2026-05-25 08:27:34.047 | DEBUG    | threatpipe.log_stream     | L205  | ────────────────────────────────────────────────────────
2026-05-25 08:27:34.717 | INFO     | threatpipe.config         | L212  | LLM RESPONSE ◀  mistral-small-latest [in:4366 out:39 cost:$0.000448]
2026-05-25 08:27:34.717 | DEBUG    | threatpipe.config         | L216  | ── LLM OUTPUT ───────────────────────────────────────────
2026-05-25 08:27:34.717 | DEBUG    | threatpipe.config         | L218  |   {"suspicious": [], "window_summary": "No suspicious activity detected."}
2026-05-25 08:27:34.717 | DEBUG    | threatpipe.config         | L219  | ────────────────────────────────────────────────────────
2026-05-25 08:27:34.718 | INFO     | threatpipe.log_stream     | L216  | Stage1 batch=4  suspicious=0  elapsed=671ms
2026-05-25 08:27:34.718 | INFO     | threatpipe.log_stream     | L221  |   summary: No suspicious activity detected.
2026-05-25 08:27:34.718 | INFO     | threatpipe.log_stream     | L342  | stream_classify DONE  total=298  suspicious=45  written=suspicious_logs.txt  cost=$0.002486
2026-05-25 08:27:34.718 | INFO     | threatpipe.stream_run     | L146  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:34.718 | INFO     | threatpipe.stream_run     | L147  | STAGE 2 ▶  STAGE 2 — AGENT INVESTIGATION
2026-05-25 08:27:34.718 | INFO     | threatpipe.stream_run     | L150  |   suspicious_count     : 45
2026-05-25 08:27:34.718 | INFO     | threatpipe.stream_run     | L151  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:34.719 | INFO     | threatpipe.agent          | L146  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:34.719 | INFO     | threatpipe.agent          | L147  | STAGE 1 ▶  TRIGGER PARSE
2026-05-25 08:27:34.719 | INFO     | threatpipe.agent          | L150  |   raw_log              : 192.168.1.80 - - [16/Apr/2026:02:13:31] "GET /.env HTTP/1.1" 200 340
2026-05-25 08:27:34.719 | INFO     | threatpipe.agent          | L151  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:34.719 | INFO     | threatpipe.trigger_parser | L501  | PARSING trigger: '192.168.1.80 - - [16/Apr/2026:02:13:31] "GET /.env HTTP/1.1" 200 340'
2026-05-25 08:27:34.719 | DEBUG    | threatpipe.trigger_parser | L517  |   trying parser: web_log
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L183  |   artifact_type: unknown  (no matching ext for '/.env')
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L207  |   artifact_path: URI='/.env' → FS='/tmp/threatpipe_evidence/www/.env'
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L239  |   [web_log] method=GET uri=/.env status=200 src_ip=192.168.1.80 ts=16/Apr/2026:02:13:31
2026-05-25 08:27:34.721 | INFO     | threatpipe.trigger_parser | L521  |   ✓ matched parser: web_log
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L156  | ── TRIGGER RAW ──────────────────────────────────────────
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L157  |   raw   : 192.168.1.80 - - [16/Apr/2026:02:13:31] "GET /.env HTTP/1.1" 200 340
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L158  | ── TRIGGER PARSED ───────────────────────────────────────
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   trigger_type         : web_log
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   entity               : /.env
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   src_ip               : 192.168.1.80
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   timestamp_raw        : 16/Apr/2026:02:13:31
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   timestamp_dt         : 2026-04-16 02:13:31+00:00
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   http_method          : GET
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   http_status          : 200
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   artifact_path        : /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   artifact_type        : unknown
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L160  |   claim                : File '/.env' was accessed via GET from 192.168.1.80 at 02:13:31 UTC (HTTP 200)
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.trigger_parser | L161  | ─────────────────────────────────────────────────────────
2026-05-25 08:27:34.721 | INFO     | threatpipe.agent          | L80   | Parsed trigger: type=web_log  entity=/.env  artifact_type=unknown
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.agent          | L84   |   claim         : File '/.env' was accessed via GET from 192.168.1.80 at 02:13:31 UTC (HTTP 200)
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.agent          | L85   |   artifact_path : /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.agent          | L86   |   src_ip        : 192.168.1.80
2026-05-25 08:27:34.721 | DEBUG    | threatpipe.agent          | L87   |   http_method   : GET  status=200
2026-05-25 08:27:34.721 | INFO     | threatpipe.evidence_graph | L87   | EvidenceGraph init — db=threatpipe_evidence.db  session=stream_1_20260525_025734
2026-05-25 08:27:34.959 | DEBUG    | threatpipe.evidence_graph | L103  | SQLite connected  path=threatpipe_evidence.db  elapsed=237.9ms
2026-05-25 08:27:35.216 | DEBUG    | threatpipe.evidence_graph | L116  | SQLite tables OK (nodes, edges)
2026-05-25 08:27:35.216 | INFO     | threatpipe.evidence_graph | L166  | Graph session loaded — nodes=0  edges=0  session=stream_1_20260525_025734  elapsed=0.1ms
2026-05-25 08:27:35.216 | DEBUG    | threatpipe.evidence_graph | L189  | ADD NODE  id=trigger:env_025734  type=trigger  label=/.env
2026-05-25 08:27:35.216 | DEBUG    | threatpipe.evidence_graph | L190  |   data keys : ['raw_log', 'trigger_type', 'src_ip', 'timestamp_raw', 'http_method', 'http_status', 'claim', 'artifact_type', 'artifact_path']
2026-05-25 08:27:35.257 | DEBUG    | threatpipe.evidence_graph | L226  | GRAPH ADD      node=trigger:env_025734  attrs={'type': 'trigger', 'elapsed_ms': '40.6'}
2026-05-25 08:27:35.257 | DEBUG    | threatpipe.agent          | L226  | GRAPH WRITE    node=trigger:env_025734  attrs={'stage': 'parse_trigger'}
2026-05-25 08:27:35.318 | INFO     | threatpipe.evidence_graph | L405  | GRAPH SAVED  nodes=1  edges=0  db=threatpipe_evidence.db
2026-05-25 08:27:35.318 | DEBUG    | threatpipe.evidence_graph | L414  | SQLite connection closed  db=threatpipe_evidence.db
2026-05-25 08:27:35.319 | INFO     | threatpipe.agent          | L146  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:35.319 | INFO     | threatpipe.agent          | L147  | STAGE 2 ▶  ARTIFACT LOCATE
2026-05-25 08:27:35.319 | INFO     | threatpipe.agent          | L151  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:35.319 | INFO     | threatpipe.agent          | L127  | Locating artifact: /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:35.319 | INFO     | threatpipe.agent          | L142  |   ✓ found  size=96B  perms=0o100664
2026-05-25 08:27:35.319 | INFO     | threatpipe.evidence_graph | L87   | EvidenceGraph init — db=threatpipe_evidence.db  session=stream_1_20260525_025734
2026-05-25 08:27:35.320 | DEBUG    | threatpipe.evidence_graph | L103  | SQLite connected  path=threatpipe_evidence.db  elapsed=0.4ms
2026-05-25 08:27:35.320 | DEBUG    | threatpipe.evidence_graph | L116  | SQLite tables OK (nodes, edges)
2026-05-25 08:27:35.320 | INFO     | threatpipe.evidence_graph | L166  | Graph session loaded — nodes=1  edges=0  session=stream_1_20260525_025734  elapsed=0.2ms
2026-05-25 08:27:35.320 | DEBUG    | threatpipe.evidence_graph | L189  | ADD NODE  id=artifact:env_025734  type=artifact  label=.env
2026-05-25 08:27:35.320 | DEBUG    | threatpipe.evidence_graph | L190  |   data keys : ['artifact_path', 'artifact_type', 'exists_on_disk', 'size_bytes', 'permissions', 'missing_reason']
2026-05-25 08:27:35.442 | DEBUG    | threatpipe.evidence_graph | L226  | GRAPH ADD      node=artifact:env_025734  attrs={'type': 'artifact', 'elapsed_ms': '122.0'}
2026-05-25 08:27:35.442 | DEBUG    | threatpipe.evidence_graph | L248  | ADD EDGE  artifact:env_025734 ──[triggered_by]──▶ trigger:env_025734
2026-05-25 08:27:35.493 | DEBUG    | threatpipe.evidence_graph | L229  | GRAPH ADD      edge=artifact:env_025734→trigger:env_025734  attrs={'relation': 'triggered_by', 'elapsed_ms': '50.9'}
2026-05-25 08:27:35.493 | DEBUG    | threatpipe.agent          | L226  | GRAPH WRITE    node=artifact:env_025734  attrs={'exists': True}
2026-05-25 08:27:35.513 | INFO     | threatpipe.evidence_graph | L405  | GRAPH SAVED  nodes=2  edges=1  db=threatpipe_evidence.db
2026-05-25 08:27:35.514 | DEBUG    | threatpipe.evidence_graph | L414  | SQLite connection closed  db=threatpipe_evidence.db
2026-05-25 08:27:35.514 | INFO     | threatpipe.agent          | L146  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:35.514 | INFO     | threatpipe.agent          | L147  | STAGE 3 ▶  TOOL EXECUTION
2026-05-25 08:27:35.514 | INFO     | threatpipe.agent          | L150  |   cycle                : 0
2026-05-25 08:27:35.514 | INFO     | threatpipe.agent          | L151  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:35.514 | INFO     | threatpipe.tool_selector  | L334  | TOOL SELECTION  artifact_type=unknown  trigger_type=web_log  cycle=0
2026-05-25 08:27:35.514 | DEBUG    | threatpipe.tool_selector  | L338  |   artifact_path : /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:35.514 | DEBUG    | threatpipe.config         | L134  | Tool path lookup: strings → strings
2026-05-25 08:27:35.514 | DEBUG    | threatpipe.tool_selector  | L284  |   built: strings -n 6 /tmp/threatpipe_evidence/www/.env  [static_analysis]
2026-05-25 08:27:35.514 | DEBUG    | threatpipe.config         | L134  | Tool path lookup: file → file
2026-05-25 08:27:35.515 | DEBUG    | threatpipe.tool_selector  | L284  |   built: file /tmp/threatpipe_evidence/www/.env  [file_identification]
2026-05-25 08:27:35.515 | INFO     | threatpipe.tool_selector  | L374  |   → strings  [static_analysis]
2026-05-25 08:27:35.515 | INFO     | threatpipe.tool_selector  | L375  |     rationale : Default safe fallback — strings works on any file type
2026-05-25 08:27:35.515 | INFO     | threatpipe.tool_selector  | L376  |     hypothesis: Unknown artifact — look for any suspicious printable strings
2026-05-25 08:27:35.515 | DEBUG    | threatpipe.tool_selector  | L377  |     fallbacks : ['file']
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L189  | ── TOOL SELECTED ────────────────────────────────────────────
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L190  |   tool      : strings
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L191  |   args      : -n 6 /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L192  |   category  : static_analysis
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L193  |   rationale : Default safe fallback — strings works on any file type
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L194  |   hypothesis: Unknown artifact — look for any suspicious printable strings
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L195  |   fallbacks : ['file']
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L196  | ────────────────────────────────────────────────────────────
2026-05-25 08:27:35.515 | INFO     | threatpipe.agent          | L167  | TOOL EXEC  ▶  strings -n 6 /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:35.515 | DEBUG    | threatpipe.agent          | L168  |   tool      : strings
2026-05-25 08:27:35.515 | DEBUG    | threatpipe.agent          | L169  |   args      : ['-n', '6', '/tmp/threatpipe_evidence/www/.env']
2026-05-25 08:27:35.515 | DEBUG    | threatpipe.agent          | L170  |   cwd       : /home/anand/Documents/agentic ai /threatpipe
2026-05-25 08:27:35.516 | INFO     | threatpipe.mcp_tools      | L130  | MCP EXEC: strings -n 6 /tmp/threatpipe_evidence/www/.env
2026-05-25 08:27:35.518 | INFO     | threatpipe.mcp_tools      | L154  | MCP DONE: strings  [OK]  1ms  truncated=False
2026-05-25 08:27:35.518 | INFO     | threatpipe.agent          | L177  | TOOL RESULT ◀  strings  [OK]  2.9ms
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.agent          | L181  | ── STDOUT ───────────────────────────────────────────────
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.agent          | L183  |   DB_HOST=localhost
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.agent          | L183  |   DB_USER=admin
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.agent          | L183  |   DB_PASSWORD=SuperSecret123!
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.agent          | L183  |   AWS_SECRET_KEY=AKIAIOSFODNN7EXAMPLE
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.agent          | L184  | ────────────────────────────────────────────────────────
2026-05-25 08:27:35.518 | INFO     | threatpipe.evidence_graph | L87   | EvidenceGraph init — db=threatpipe_evidence.db  session=stream_1_20260525_025734
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.evidence_graph | L103  | SQLite connected  path=threatpipe_evidence.db  elapsed=0.4ms
2026-05-25 08:27:35.518 | DEBUG    | threatpipe.evidence_graph | L116  | SQLite tables OK (nodes, edges)
2026-05-25 08:27:35.519 | INFO     | threatpipe.evidence_graph | L166  | Graph session loaded — nodes=2  edges=1  session=stream_1_20260525_025734  elapsed=0.1ms
